product,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,fy
Money Orders,162.93490999,154.51204035310474,150.3976308233961,None,2.0049208105370133,1.901277051072034,0.10364375946497928,1.0545127073440137,2019
Post Office Box Service,294.35986599999995,255.4560004180324,255.34398493640617,None,None,None,None,None,2019
Stamp Fulfillment Services,4.107991,4.345537,4.345537,None,None,None,None,None,2019
Total Special Services,586.0232381899999,443.24161897092466,433.51059172863864,None,None,None,None,None,2019
Total Market Dominant Services,1810.53589319,1322.6535276858026,1282.5797800907758,None,None,None,None,None,2019
Total Market Dominant Mail and Services,45694.952279339996,28891.324541017293,27665.953115599707,None,None,None,None,None,2019
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2019
Total Priority Mail Express,716.1873830000001,300.5510168026014,295.85436379582546,None,27.373947592300027,11.487591066326974,15.886356525973053,2.3829145235279108,2019
Total First-Class Package Service,4466.212048,3013.875469498903,2985.182098659502,None,3.1942501626717683,2.155534064494405,1.038716098177363,1.4818834066633044,2019
Total Priority Mail,9463.723861,7044.911106919183,6867.434659575921,None,8.720100536441795,6.491348862765674,2.22875167367612,1.3433418417026117,2019
Total Ground,7270.789970795917,3845.6187393602295,3774.0577778398865,None,2.4259288251854594,1.2831064283192466,1.1428223968662128,1.8906684368834523,2019
Total Competitive International Mail and Services,1379.9079343310602,981.0270523053158,975.8317027137437,None,8.328142088449525,5.9207810035327615,2.4073610849167633,1.4065951913236379,2019
Total Domestic Competitive Services,910.535369,483.21180262556857,449.233948783874,None,None,None,None,None,2019
Total Competitive Mail and Services,24207.35656612698,15960.022181893326,15347.594551368755,None,None,None,None,None,2019
Total All Mail and Services,69902.30884546698,44919.634087005485,43013.54766696846,None,None,None,None,None,2019
Miscellaneous Items (note 2),1221.6228254129878,None,None,None,None,None,None,None,2019
Appropriations:  Revenue Forgone,30.052,None,None,None,None,None,None,None,2019
Total Operating Income,71153.98367087996,44919.634087005485,43013.54766696846,None,None,None,None,None,2019
Investment Income (note 6),151.504766,None,None,None,None,None,None,None,2019
Total,71305.48843687995,44919.634087005485,43013.54766696846,None,None,None,None,None,2019
All Other,None,35199.40398427282,None,None,None,None,None,None,2019
Total,None,80119.03807127831,None,None,None,None,None,None,2019
"PUBLIC COST AND REVENUE ANALYSIS
 Fiscal Year 2020",None,None,None,None,None,None,None,None,2020
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2020
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2020
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2020
First-Class Mail:,None,None,None,None,None,None,None,None,2020
Single-Piece Letters,7957.480728,4825.954606894077,4648.911759691635,None,0.5414812876491971,0.32839088198889815,0.21309040566029896,1.6488925769489022,2020
Single-Piece Postcards,177.490722,178.88687275449303,176.75777105040575,None,0.3649909492216165,0.3678619859912956,-0.0028710367696790917,0.9921953426039868,2020
Total Single-Piece Letters and Cards,8134.971450000001,5022.095830329598,4825.6695307420405,None,0.535828221759184,0.3307916560997544,0.20503656565942957,1.6198359658672836,2020
Presort Letters,13452.900205,4781.006235271056,4686.781499249397,None,0.39374186650618886,0.1399313374935834,0.2538105290126055,2.81382193266211,2020
Presort Cards,546.20902,204.63617434548166,203.79068145289708,None,0.26263936378837244,0.09839733997469277,0.16424202381367967,2.6691713806076645,2020
Total Presort Letters and Cards,13999.109225,4996.051544344611,4890.572180702294,None,0.3862196811409135,0.13783544391342117,0.2483842372274923,2.802034586862218,2020
Flats,1544.706341,1544.5587470273863,1541.2691601271647,None,1.2822817013373937,1.2821591815773026,0.0001225197600911443,1.000095557370607,2020
Outbound Single-Piece First-Class Mail International,144.52989296000004,111.79250172010215,111.4138330103888,None,1.4926064646008075,1.1545169469370742,0.3380895176637333,1.292840671209446,2020
Inbound Single-Piece First-Class Mail International,223.17116813009991,254.51962133079417,253.6625748897718,None,1.0183118271049898,1.16135226070215,-0.14304043359716023,0.8768328624850841,2020
Fees (note 2),105.184565,None,None,None,None,None,None,None,2020
Total First-Class,24151.6726420901,12189.497639403375,11622.58727947166,None,0.45612923773523756,0.2302112300473519,0.22591800768788567,1.9813509429640632,2020
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2020
High Density and Saturation Letters,1100.342659,584.8784711183063,576.1751192719322,None,0.16843263664206717,0.0895290409763505,0.07890359566571667,1.881318450474181,2020
High Density and Saturation Flats and Parcels,1861.9317290000001,1436.9795066163222,1412.1658297473905,None,0.17857493879236558,0.13781844062441098,0.0407564981679546,1.2957260144818068,2020
Carrier Route,1338.237138,1394.1309190651084,1384.819699681041,None,0.2651282269634993,0.2762017644190696,-0.01107353745557027,0.9599077961038336,2020
Letters,8139.14639,4759.463876099099,4616.225914614041,None,0.2119148684683125,0.12391977155275437,0.08799509691555814,1.710097313874545,2020
Flats,1342.288931,2123.7541379793224,2116.2988124457393,None,0.4195793101727356,0.6638535680436576,-0.244274257870922,0.6320359343841659,2020
Parcels,49.705223,65.00941092132753,64.97285012285381,None,1.353816844832395,1.7706556829636249,-0.4168388381312298,0.7645850392361161,2020
Every Door Direct Mail Retail,98.719466,38.394170490731156,37.961455627208466,None,0.18636892850988557,0.07248297327077755,0.11388595523910802,2.571209762790217,2020
Fees (note 2),28.786916,None,None,None,None,None,None,None,2020
Total USPS Marketing Mail,13959.158452,10783.180554752003,10208.619681510207,None,0.21749970959085652,0.16801432888587228,0.04948538070498423,1.294530716714039,2020
Periodicals:,None,None,None,None,None,None,None,None,2020
In County,50.372358999999996,99.7642867659905,99.732829519034,None,0.10732076800999754,0.21255267945056405,-0.10523191144056651,0.5049137385019813,2020
Outside County,968.523444,1698.1555797336748,1693.9710277206516,None,0.27384820886229433,0.48015034304071824,-0.2063021341784239,0.5703384634238846,2020
Fees (note 2),4.94179,None,None,None,None,None,None,None,2020
Total Periodicals,1023.837593,1798.4368390638033,1793.7038572396855,None,0.2555709934021713,0.4489269515722862,-0.19335595817011486,0.5692930498092835,2020
Package Services:,None,None,None,None,None,None,None,None,2020
Alaska Bypass,32.19921,21.8110569298244,21.8110569298244,None,25.466462929964717,17.250437907225773,8.216025022738943,1.4762792148770587,2020
Bound Printed Matter Flats,161.042165,128.28254737153503,127.23107201333889,None,0.7624961202186813,0.607387168835967,0.1551089513827143,1.2553708068610905,2020
Bound Printed Matter Parcels,288.78666,307.8618183079776,306.30910150472863,None,1.1081968859810047,1.1813963579943434,-0.07319947201333865,0.9380398699234105,2020
Media and Library Mail,349.28419199999996,440.57535627774524,439.0967948599946,None,3.5713605677528086,4.504794349622282,-0.9334337818694731,0.792791033413603,2020
Fees (note 2),0.976857,None,None,None,None,None,None,None,2020
Total Package Services,832.2890839999999,899.3997147063916,894.4480253078865,None,1.4579534964752314,1.5755138256565304,-0.117560329181299,0.9253828641381102,2020
International Negotiated Service Agreements,139.80990344999998,23.52403817050235,23.482378887810476,None,164.71788281824348,27.714987759550546,137.00289505869293,5.943278209151723,2020
"Free Mail - blind, handicapped & servicemen",None,34.75355381308631,34.7523227755531,None,None,1.3798787249575164,-1.3798787249575164,None,2020
Total Market Dominant Mail,40106.76767454009,25728.792339909163,24577.593545192798,None,0.3285984162723658,0.21079834914898005,0.11780006712338575,1.5588282242197804,2020
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2020
Ancillary Services,None,None,None,None,None,None,None,None,2020
Certified Mail,598.0643699999999,485.17194985304695,478.7447139758607,None,3.5596817932237106,2.887745605836272,0.6719361873874385,1.2326853812986238,2020
COD,3.462167,2.9739195260278994,2.9738278559155424,None,11.84866135749951,10.177719725351213,1.6709416321482973,1.164176424311059,2020
Insurance,92.743167,32.20716056673096,32.19923250236098,None,5.512244533218757,1.9142514808067905,3.5979930524119665,2.8795822223397405,2020
Registered Mail,20.584161,14.481636029017151,14.480821143939055,None,17.862613245860672,12.566937440571655,5.295675805289017,1.4213974829055982,2020
Stamped Envelopes,12.182297,10.009729749164254,10.002574605670036,None,None,None,None,None,2020
Stamped Cards (note 4),0.517937,0.17547218376454632,0.17547217585305586,None,None,None,None,None,2020
Other Domestic Ancillary Services (note 2),374.47593800000004,268.2297770493,264.9986113325561,None,None,None,None,None,2020
Other Domestic NSA Ancillary Services (note 2),4.9934899999999995,5.18736252698001,5.18736252698001,None,None,None,None,None,2020
Total Domestic Ancillary Services,1107.023527,818.4370074840319,808.7626161191354,None,None,None,None,None,2020
Total International Ancillary Services (note 2),22.563627999999994,23.668698966361404,23.668698966361404,None,2.526139322843778,2.64985893135082,-0.123719608507042,0.9533108698567688,2020
Special Services:,None,None,None,None,None,None,None,None,2020
Address Management Services,14.758601,5.530532800966409,0.08914052467412785,None,None,None,None,None,2020
Caller Service,86.50058800000001,28.154484429541903,28.121848144573065,None,None,None,None,None,2020
Credit Card Authentication (note 5),22.00174945,2.5727086800000003,2.5727086800000003,None,None,None,None,None,2020
Customized Postage,0.34,0.00125,0.00125,None,None,None,None,None,2020
Money Orders,153.27433795,156.94711701409304,152.84355892731423,None,1.9887900906585976,2.0364457302492864,-0.04765563959068886,0.9765986203890368,2020
Post Office Box Service,298.145379,130.10359342955323,130.03859991421504,None,None,None,None,None,2020
Stamp Fulfillment Services,8.259673174895028,5.788528435114991,5.788528435114991,None,None,None,None,None,2020
Total Special Services,583.280328574895,329.09821478926955,319.4556346258915,None,None,None,None,None,2020
Total Market Dominant Services,1712.8674835748952,1191.6370135561665,1151.8869497113883,None,None,None,None,None,2020
Total Market Dominant Mail and Services,41819.63515811499,26921.401300253594,25729.480494904186,None,None,None,None,None,2020
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2020
Total Priority Mail Express,696.690253,280.32371579686236,277.4283622897736,None,28.900706328708548,11.628630302105686,17.27207602660286,2.485306143361981,2020
Total First-Class Package Service,6227.507535000001,3907.27445756952,3876.017253279111,None,3.3696081423936173,2.114165860546463,1.2554422818471545,1.5938239308824387,2020
Total Priority Mail,11528.768710000002,8283.888056776179,8107.461779077671,None,9.138565788603328,6.5664302838004005,2.5721355048029277,1.3917098626857383,2020
Total Ground,9195.001856,4692.607229584807,4572.84823242168,None,2.565563465735633,1.309318024706409,1.2562454410292243,1.9594654754034375,2020
Total Competitive International Mail and Services,1870.054131066229,1451.620824466985,1445.5124351607885,None,4.53567202367858,3.520794319878947,1.014877703799633,1.2882524827052455,2020
Total Domestic Competitive Services,1003.9333409999999,345.04566743791224,299.18924338619723,None,None,None,None,None,2020
Total Competitive Mail and Services,30521.955826066234,19426.65410820612,18578.457305615222,None,None,None,None,None,2020
Total All Mail and Services,72341.59098418122,46414.385542946584,44307.93780051941,None,None,None,None,None,2020
Miscellaneous Items (note 2),732.0964674588063,None,None,None,None,None,None,None,2020
Appropriations:  Revenue Forgone,58.772295,None,None,None,None,None,None,None,2020
Total Operating Income,73132.45974664003,46414.385542946584,44307.93780051941,None,None,None,None,None,2020
Investment Income (note 6),91.359071,None,None,None,None,None,None,None,2020
Total,73223.81881764003,46414.385542946584,44307.93780051941,None,None,None,None,None,2020
All Other,None,35985.65778606338,None,None,None,None,None,None,2020
Total,None,82400.04332900996,None,None,None,None,None,None,2020
"PUBLIC COST AND REVENUE ANALYSIS
 Fiscal Year 2021",None,None,None,None,None,None,None,None,2021
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2021
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2021
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2021
First-Class Mail:,None,None,None,None,None,None,None,None,2021
Single-Piece Letters,7413.046069,4959.896055774344,4791.803432341572,None,0.5497544038745793,0.36782783676804126,0.18192656710653804,1.4945970612367332,2021
Single-Piece Postcards,164.183585,151.502896332821,150.5779599033972,None,0.3762467866898875,0.34718743606088903,0.029059350628998448,1.0836993151558114,2021
Total Single-Piece Letters and Cards,7577.229654,5127.360014852377,4942.38139224497,None,0.5443154460812799,0.3683273941987993,0.17598805188248062,1.4778033202371412,2021
Presort Letters,13475.924057,4812.117559293833,4721.019393635903,None,0.4041442173962705,0.14431585372503244,0.25982836367123807,2.800414555744469,2021
Presort Cards,622.470726,225.72857000836456,224.8761466914581,None,0.27330328376153407,0.09910885258575416,0.1741944311757799,2.7576071827192004,2021
Total Presort Letters and Cards,14098.394783,5049.408865719671,4945.895540327361,None,0.39577855550283997,0.14175002032341405,0.2540285351794259,2.792088174660148,2021
Flats,1540.435452,1560.3087498861928,1556.7471693018256,None,1.3095714650979011,1.326466365689392,-0.016894900591490902,0.9872632273018771,2021
Outbound Single-Piece First-Class Mail International,167.12559617,109.43431061187954,109.43431061187954,None,1.5977208526351974,1.046192109798098,0.5515287428370994,1.5271773106217916,2021
Inbound Single-Piece First-Class Mail International,60.220733190000004,49.32159097343869,49.32159097343869,None,0.7375430072845871,0.6040576493122287,0.1334853579723584,1.2209811565573963,2021
Seamless Acceptance Incentive Payments,-16.134176,None,None,None,None,None,None,None,2021
Fees (note 2),98.812127,None,None,None,None,None,None,None,2021
Total First-Class,23526.08416936,12146.446412389174,11603.780003459475,None,0.46215548136623547,0.23860948333755844,0.22354599802867703,1.9368697123929008,2021
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2021
High Density and Saturation Letters,1126.334899,618.7941735281174,612.5061525017924,None,0.17244338532814155,0.0947382188008702,0.07770516652727134,1.820209283125741,2021
High Density and Saturation Flats and Parcels,1786.765068,1427.3930088084028,1407.7490032387018,None,0.17877836042537937,0.1428206686864864,0.03595769173889296,1.2517681234067437,2021
Carrier Route,1362.359695,1441.5989259069959,1434.6201648176343,None,0.27022489839549185,0.28594204945285623,-0.015717151057364376,0.9450337888833111,2021
Letters,8970.815480000001,5143.469096780576,4997.077429266221,None,0.21762340006966152,0.12477563890263184,0.09284776116702968,1.7441176978423092,2021
Flats,1239.518315,2057.825429028427,2052.3023778579573,None,0.4319985283841666,0.7171959835154165,-0.2851974551312499,0.6023437642060925,2021
Parcels,55.409457,75.78361999283938,75.76513949250948,None,1.5299635149413129,2.092534016697209,-0.5625705017558962,0.7311534736033395,2021
Every Door Direct Mail Retail,104.181475,42.04092166010725,41.840733501504026,None,0.19231747034977503,0.07760692296634207,0.11471054738343296,2.4780968372265275,2021
Seamless Acceptance Incentive Payments,-25.068851,None,None,None,None,None,None,None,2021
Fees (note 2),24.620473999999998,None,None,None,None,None,None,None,2021
Total USPS Marketing Mail,14644.936012,11219.908821042914,10621.86100067632,None,0.22110089248388115,0.16939178511177228,0.051709107372108876,1.3052633711722732,2021
Periodicals:,None,None,None,None,None,None,None,None,2021
In County,48.123061,108.05891556249273,108.02870347570992,None,0.10761637629752395,0.2416494021333261,-0.13403302583580218,0.4453409582124617,2021
Outside County,891.049629,1661.4100130460263,1657.9064579535548,None,0.27570862769756543,0.5140735822470268,-0.23836495454946138,0.5363213306788437,2021
Seamless Acceptance Incentive Payments,-1.244001,None,None,None,None,None,None,None,2021
Fees (note 2),4.355752000000001,None,None,None,None,None,None,None,2021
Total Periodicals,942.284441,1769.9342835219134,1765.9351614292648,None,0.25612342544814254,0.48108788789152507,-0.22496446244338253,0.5323838572836671,2021
Package Services:,None,None,None,None,None,None,None,None,2021
Alaska Bypass,34.868281,26.8737618762487,26.8737618762487,None,26.101689319937748,20.117154136501046,5.9845351834367015,1.2974841840366584,2021
Bound Printed Matter Flats,139.684364,119.4423715310192,118.58029962586022,None,0.7696651639618523,0.6581311596795069,0.11153400428234539,1.1694707850281083,2021
Bound Printed Matter Parcels,259.33527499999997,274.81739050397346,273.5949871748096,None,1.1412311715648908,1.2093617905672716,-0.06813061900238071,0.9436639891107996,2021
Media and Library Mail,399.64232,474.10060057298534,472.5654689183116,None,3.7259330886753412,4.420120259125054,-0.6941871704497125,0.8429483521366624,2021
Seamless Acceptance Incentive Payments,-0.03182,None,None,None,None,None,None,None,2021
Fees (note 2),1.255434,None,None,None,None,None,None,None,2021
Total Package Services,834.7538539999999,895.9449631750306,891.6145175952302,None,1.6135985294967068,1.7318823604846878,-0.11828383098798101,0.9317021561701928,2021
"Free Mail - blind, handicapped & servicemen",None,29.528214549913066,29.527298966357094,None,None,1.483153365166706,-1.483153365166706,None,2021
Total Market Dominant Mail,39948.058476360005,26061.762694678946,24912.717982126647,None,0.32841304945372196,0.21425379072586773,0.11415925872785423,1.532822585500567,2021
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2021
Ancillary Services,None,None,None,None,None,None,None,None,2021
Certified Mail,569.0458980000001,491.7316230246915,484.2494171120313,None,3.638126324776142,3.143826831436061,0.49429949334008105,1.1572286006332897,2021
COD,3.475727,2.392261172467566,2.3921162082749836,None,12.957188710404962,8.918128338686232,4.03906037171873,1.452904490530548,2021
Insurance,105.25551,27.462200215690117,27.449004113478843,None,6.05034497232306,1.5785946503316546,4.471750321991406,3.8327413380324797,2021
Registered Mail,22.285757,17.205367286638577,17.203941798732096,None,18.772138325364818,14.492733392161014,4.2794049332038036,1.2952793525835846,2021
Stamped Envelopes,11.82849,8.410458588058777,8.405031188892044,None,None,None,None,None,2021
Stamped Cards (note 4),0.5664049999999999,0.22377970937133404,0.22377970062164348,None,None,None,None,None,2021
Other Domestic Ancillary Services (note 2),383.78955099999996,271.69440218156626,268.52014128725693,None,None,None,None,None,2021
Other Domestic NSA Ancillary Services (note 2),2.328277,2.62709351784355,2.62709351784355,None,None,None,None,None,2021
Total Domestic Ancillary Services,1098.5756150000002,821.7471856963276,811.0705249271315,None,None,None,None,None,2021
Total International Ancillary Services (note 2),9.152768248100028,7.094758388671135,7.094758388671135,None,9.689960265287011,7.511162198639301,2.17879806664771,1.290074692707663,2021
Special Services:,None,None,None,None,None,None,None,None,2021
Address Management Services,14.744194,4.624635389055863,0.1015259007050463,None,None,None,None,None,2021
Caller Service,87.77361900000001,28.3272722340805,28.293900224700703,None,None,None,None,None,2021
Credit Card Authentication (note 5),21.568695549999997,2.99026415,2.99026415,None,None,None,None,None,2021
Money Orders,147.25268406,166.42943577781998,161.7616298854508,None,2.059965806449952,2.328235638471441,-0.2682698320214887,0.8847754808024431,2021
Post Office Box Service,299.26151400000003,136.1593070390542,136.05733796971043,None,None,None,None,None,2021
Stamp Fulfillment Services,7.518795770857322,5.50363768311638,5.50363768311638,None,None,None,None,None,2021
Total Special Services,578.1195023808574,344.0345522731269,334.7082958136833,None,None,None,None,None,2021
Total Market Dominant Services,1685.8478856289576,1195.9077790575966,1152.873579129486,None,None,None,None,None,2021
Total Market Dominant Mail and Services,41633.906361988964,27257.684956131547,26065.591561256133,None,None,None,None,None,2021
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2021
Total Priority Mail Express,819.970591,311.6623636192537,307.8813951558597,None,28.548407667639214,10.85095527683683,17.697452390802383,2.6309580068568286,2021
Total First-Class Package Service,7388.096046000001,4614.163026298384,4567.1862287685,None,3.592691803023377,2.243780478648604,1.348911324374773,1.6011779392907468,2021
Total Priority Mail,13211.669429,9005.539710449242,8792.972762721427,None,9.475703874196792,6.458973862623804,3.0167300115729887,1.4670602599942266,2021
Total Ground,9708.549014,4791.4210462221645,4673.096348257053,None,2.7380965549242267,1.3513217516782208,1.3867748032460059,2.026235832823497,2021
Total Competitive International Mail and Services,1965.4931957127092,1343.5045825839798,1337.9344899827108,None,8.532085577351987,5.832071104176224,2.700014473175763,1.4629598002058546,2021
Total Domestic Competitive Services,1138.994137,364.16954122094955,326.01133537150054,None,None,None,None,None,2021
Total Competitive Mail and Services,34232.77241271271,21039.87482414593,20005.082560257048,None,None,None,None,None,2021
Total All Mail and Services,75866.67877470166,48364.44536923338,46070.67412151318,None,None,None,None,None,2021
Miscellaneous Items (note 2),1119.6064466183573,None,None,None,None,None,None,None,2021
Appropriations:  Revenue Forgone,54.294461000000005,None,None,None,None,None,None,None,2021
Total Operating Income,77040.57968232002,48364.44536923338,46070.67412151318,None,None,None,None,None,2021
Investment Income (note 6),27.738909,None,None,None,None,None,None,None,2021
Total,77068.31859132003,48364.44536923338,46070.67412151318,None,None,None,None,None,2021
All Other,None,33633.611129986646,None,None,None,None,None,None,2021
Total,None,81998.05649922002,None,None,None,None,None,None,2021
"PUBLIC COST AND REVENUE ANALYSIS
 Fiscal Year 2022 - Updated per Order No. 6459 - March 24,2023",None,None,None,None,None,None,None,None,2022
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2022
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2022
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2022
First-Class Mail:,None,None,None,None,None,None,None,None,2022
Single-Piece Letters,7140.751274,4614.26806920728,4462.650770616925,None,0.5756007738025988,0.371946335792277,0.2036544380103218,1.5475371536501918,2022
Single-Piece Postcards,174.525416,146.74083327627366,145.02656496208135,None,0.42372943674654884,0.3562713790172239,0.06745805772932495,1.1893445887104608,2022
Total Single-Piece Letters and Cards,7315.276690000001,4775.454947370312,4607.6773355790065,None,0.5707205625132286,0.3725696852376701,0.19815087727555847,1.5318491684291324,2022
Presort Letters,14115.186424000001,4606.861013975395,4516.625266754777,None,0.4387677349559749,0.14320334933175868,0.29556438562421616,3.063948832226565,2022
Presort Cards,891.602321,281.8461983056001,279.88288779904246,None,0.31592050032815927,0.09986626311652995,0.2160542372116293,3.163435683575386,2022
Total Presort Letters and Cards,15006.788745000002,4901.52132134701,4796.50815455382,None,0.42885972887856894,0.1400742784272068,0.28878545045136217,3.0616593831067775,2022
Flats,1587.410114,1461.957687029263,1458.9323803938232,None,1.4549830574058589,1.3399962911360377,0.11498676626982118,1.0858112571135077,2022
Outbound Single-Piece First-Class Mail International,186.90540634999994,109.24747160389872,109.24747160389872,None,1.681942043910733,0.9831064776021189,0.6988355663086142,1.710844229216284,2022
Inbound Single-Piece First-Class Mail International,58.025491839999994,45.362730503990626,45.362730503990626,None,0.7433422634425696,0.5811244971736148,0.1622177662689548,1.2791446016437527,2022
Fees (note 2),41.382776,None,None,None,None,None,None,None,2022
Total First-Class,24195.78922319,11512.49119855363,11017.72807263454,None,0.49288513331088485,0.23451749008050676,0.2583676432303781,2.101698824858154,2022
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2022
High Density and Saturation Letters,1130.00694,569.481076964343,563.6313467083106,None,0.18693742128266558,0.09420944264022793,0.09272797864243765,1.9842747822694613,2022
High Density and Saturation Flats and Parcels,1788.17805,1351.7559348799973,1331.9989837126232,None,0.18941418727075907,0.1431858263743478,0.046228360896411275,1.322855704834576,2022
Carrier Route,1433.222094,1443.4301964938622,1436.4995712283721,None,0.3037627685295289,0.30592631421302763,-0.0021635456834987465,0.9929278862818182,2022
Letters,10226.743069,5356.276442040498,5191.0029987021035,None,0.23411544181066524,0.12261841499563435,0.11149702681503089,1.9093008323342018,2022
Flats,1296.1161240000001,1945.7957527859676,1940.8517410986738,None,0.4811960281775726,0.7223960650962455,-0.24120003691867292,0.6661110870163204,2022
Parcels,52.466008,60.00180600893005,59.98766835046901,None,1.7836401878897017,2.03982800718304,-0.2561878192933382,0.8744071468814039,2022
Every Door Direct Mail Retail,100.79580800000001,38.57389334445896,38.36499235710219,None,0.19680789044706454,0.0753170863559428,0.12149080409112174,2.613057673486803,2022
Fees (note 2),21.415558,None,None,None,None,None,None,None,2022
Total USPS Marketing Mail,16048.943651,11187.493969076426,10562.337302157655,None,0.2391038780796761,0.16667596647910754,0.07242791160056855,1.4345432225806065,2022
Periodicals:,None,None,None,None,None,None,None,None,2022
In County,50.809014000000005,104.71349609946397,104.6831844403686,None,0.11686840359394084,0.24085685118559286,-0.12398844759165202,0.48521934509509795,2022
Outside County,903.6936,1465.6187765773122,1462.5659815643464,None,0.3047243693107484,0.4942048470217253,-0.18948047771097687,0.6165952664105553,2022
Fees (note 2),0.150268,None,None,None,None,None,None,None,2022
Total Periodicals,954.652882,1570.7715154785024,1567.249166004715,None,0.28075020691873304,0.4619421742788405,-0.18119196736010745,0.6077605002336608,2022
Package Services:,None,None,None,None,None,None,None,None,2022
Alaska Bypass,38.536603,28.3392928682124,28.3392928682124,None,28.762973401234067,21.15189880587491,7.611074595359156,1.3598293782137985,2022
Bound Printed Matter Flats,119.148499,95.85241923093258,95.68812905754231,None,0.8647962411322975,0.6957100806981014,0.1690861604341961,1.2430411246370454,2022
Bound Printed Matter Parcels,297.55656,274.58294811851516,274.0544135403313,None,1.2339558945573907,1.1386851877027613,0.09527070685462946,1.0836672926665827,2022
Media and Library Mail,402.26369,440.8991426383987,440.00463312699446,None,4.2354492054046515,4.642243308988186,-0.4067941035835343,0.9123712230257491,2022
Fees (note 2),0.46391000000000004,None,None,None,None,None,None,None,2022
Total Package Services,857.9692620000001,840.3023241838957,838.0864685930806,None,1.8053693545058844,1.7681939572815069,0.03717539722437757,1.0210245019056239,2022
International Negotiated Service Agreements,None,None,None,None,None,None,None,None,2022
"Free Mail - blind, handicapped & servicemen",None,27.140703897910466,27.13995885591834,None,None,1.4841770756646258,-1.4841770756646258,None,2022
Total Market Dominant Mail,42057.35501819,25138.199711190362,24012.54096824591,None,0.3493958517805178,0.20883820907238118,0.14055764270813662,1.6730456238466438,2022
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2022
Ancillary Services,None,None,None,None,None,None,None,None,2022
Certified Mail,652.869225,478.81949573679765,472.4066308492143,None,3.839612722252247,2.8160025884102806,1.0236101338419665,1.3634975827276585,2022
COD,4.499569999999999,4.347729760345379,4.347503366613235,None,15.252262635164909,14.7375674056655,0.5146952294994094,1.0349240288666328,2022
Insurance,87.63968399999999,23.413097874514648,23.409271655042904,None,6.914953965366402,1.8473422837636746,5.0676116816027275,3.743190434248195,2022
Registered Mail,22.68629,16.32066295909043,16.232481683177348,None,20.110176402801173,14.467390266014034,5.642786136787139,1.3900348323389637,2022
Stamped Envelopes,6.689294,6.685015886182413,6.68166220227451,None,None,None,None,None,2022
Stamped Cards (note 4),0.302305,0.0962266818721828,0.09622668139295436,None,None,None,None,None,2022
Other Domestic Ancillary Services (note 2),465.684754,268.45554459446424,265.4607564731227,None,None,None,None,None,2022
Other Domestic NSA Ancillary Services (note 2),3.78714,3.6783909288601997,3.6783909288601997,None,None,None,None,None,2022
Total Domestic Ancillary Services,1244.158262,801.816164422127,792.3129238396982,None,None,None,None,None,2022
Total International Ancillary Services (note 2),8.746761030000023,4.268038687590641,4.268038687590641,None,11.044378261665633,5.389175894882528,5.655202366783105,2.0493631080316366,2022
Special Services:,None,None,None,None,None,None,None,None,2022
Address Management Services,27.811864,4.685621960430059,0.0291498423720368,None,None,None,None,None,2022
Caller Service,91.257204,22.57391122750917,22.55521459928673,None,None,None,None,None,2022
Credit Card Authentication (note 5),20.6003017,2.6777509449999997,2.6777509449999997,None,None,None,None,None,2022
Money Orders,172.17875601,173.65157172246737,164.0987802827436,None,2.5940266659672075,2.61621594948122,-0.02218928351401228,0.9915185581226915,2022
Post Office Box Service,310.937813,130.7941573126134,130.71760267917327,None,None,None,None,None,2022
Stamp Fulfillment Services,6.928391861707206,5.42578084734194,5.42578084734194,None,None,None,None,None,2022
Total Special Services,629.7143305717071,339.80879401536197,325.50427919591755,None,None,None,None,None,2022
Total Market Dominant Services,1882.6193536017072,1165.9720345728042,1122.0852417232063,None,None,None,None,None,2022
Total Market Dominant Mail and Services,43939.97437179171,26304.179454567628,25134.626209969116,None,None,None,None,None,2022
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2022
Total Priority Mail Express,770.334386,303.761558364522,299.0353642135052,None,28.225991390485913,11.130193961194383,17.09579742929153,2.5359837832922163,2022
